ID,SID,Gender,Vowel,Condition,Rating
19,f6,female,a,anchor,-69
19,m4,male,i,anchor,-59
19,m2,male,o,anchor,-41
19,f5,female,o,anchor,-57
19,m8,male,a,anchor,-49
19,m1,male,i,anchor,-32
19,f8,female,i,anchor,-47
19,f4,female,i,anchor,-75
19,m1,male,o,anchor,-36
19,f6,female,o,anchor,-40
19,m5,male,a,anchor,-45
19,m4,male,a,anchor,-38
19,m5,male,i,anchor,-43
20,f4,female,o,anchor,-49
20,m8,male,o,anchor,36
20,f6,female,a,anchor,11
20,m8,male,i,anchor,-1
20,m2,male,o,anchor,64
20,f4,female,i,anchor,-65
20,f8,female,i,anchor,-67
20,m5,male,i,anchor,18
20,m5,male,a,anchor,27
20,f5,female,o,anchor,-14
20,m1,male,o,anchor,-64
20,f1,female,i,anchor,-80
20,m1,male,i,anchor,-60
20,m5,male,o,anchor,-36
20,f1,female,o,anchor,7
20,m4,male,a,anchor,-52
20,m4,male,i,anchor,-63
20,f8,female,a,anchor,5
20,f6,female,o,anchor,-78
20,f5,female,a,anchor,-33
20,f1,female,a,anchor,-62
20,m2,male,a,anchor,0
20,f5,female,i,anchor,-58
20,f6,female,i,anchor,-86
20,m2,male,i,anchor,-22
20,f8,female,o,anchor,-70
20,m4,male,o,anchor,-66
20,f4,female,a,anchor,-46
20,m1,male,a,anchor,-36
20,m8,male,a,anchor,-75
21,m1,male,a,anchor,-19
21,f8,female,a,anchor,-22
21,f5,female,o,anchor,-95
21,f4,female,a,anchor,-59
21,m8,male,i,anchor,-18
21,m5,male,i,anchor,-57
21,f5,female,i,anchor,-35
21,f6,female,i,anchor,-51
21,f4,female,i,anchor,-61
21,m4,male,o,anchor,-45
21,m4,male,a,anchor,-39
21,m5,male,a,anchor,-55
21,f8,female,i,anchor,-11
21,m2,male,i,anchor,-28
21,f1,female,a,anchor,-77
21,f5,female,a,anchor,-81
21,m8,male,o,anchor,-49
21,m4,male,i,anchor,-30
21,m8,male,a,anchor,35
21,m1,male,i,anchor,-43
21,f1,female,i,anchor,-59
21,f6,female,o,anchor,-56
21,f8,female,o,anchor,-80
21,f1,female,o,anchor,-58
21,m1,male,o,anchor,-26
21,f6,female,a,anchor,-61
21,m2,male,a,anchor,-20
21,m2,male,o,anchor,-5
21,m5,male,o,anchor,-8
21,f4,female,o,anchor,10
22,m8,male,o,anchor,-69
22,f6,female,o,anchor,-73
